Sales Channel,OrderDate,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Discount Applied,Revenue,recency,frequency,monetary,R,F,M,rfm_group,rfm_total,segment
In-Store,2019-02-24,8,33,284,3,0.15,1041.18,4,156,495444.29,4,2,5,425,11,Champions
Distributor,2019-02-25,21,20,125,24,0.15,1890.41,9,167,439147.97,2,4,3,243,9,Cant Lose Group
In-Store,2019-02-25,10,24,237,38,0.05,681.79,23,151,352505.54,1,2,1,121,4,Need Attention
Online,2019-02-25,18,16,60,35,0.1,1953.05,3,135,402938.75,5,1,2,512,8,Potential Loyalists
Distributor,2019-02-25,23,38,361,15,0.05,2922.81,8,150,350687.63,2,1,1,211,4,Need Attention
Distributor,2019-02-25,21,47,120,35,0.1,2153.65,8,168,442845.83999999997,2,4,4,244,10,Cant Lose Group
Online,2019-02-25,15,29,30,19,0.1,1454.84,2,179,531770.74,5,5,5,555,15,Champions
Online,2019-02-25,19,7,332,15,0.15,1543.68,3,153,414155.93,5,2,3,523,10,Potential Loyalists
In-Store,2019-02-25,11,13,319,37,0.05,447.76,4,171,441003.32,4,4,3,443,11,At Risk Customer
Online,2019-02-25,14,44,223,45,0.05,1193.67,3,156,348209.08,5,2,1,521,8,Checker
In-Store,2019-02-26,6,33,254,12,0.2,1118.56,4,156,495444.29,4,2,5,425,11,Champions
In-Store,2019-02-26,1,18,356,31,0.05,2122.56,6,186,451637.75,3,5,4,354,12,Potential Loyalists
In-Store,2019-02-26,1,20,88,22,0.15,1726.72,9,167,439147.97,2,4,3,243,9,Cant Lose Group
In-Store,2019-02-26,8,18,20,9,0.2,-645.34,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Distributor,2019-02-26,21,48,337,44,0.075,404.81,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Distributor,2019-02-27,25,32,311,24,0.05,3019.89,2,173,435206.07,5,5,3,553,13,Potential Loyalists
In-Store,2019-02-27,12,15,68,13,0.075,577.88,4,142,441668.35,4,1,4,414,9,Potential Loyalists
Distributor,2019-02-27,23,36,263,34,0.05,2212.61,4,156,441225.98,4,2,3,423,9,At Risk Customer
In-Store,2019-02-27,11,43,245,26,0.075,116.98,5,151,372471.34,3,2,2,322,7,At Risk Customer
Online,2019-02-27,15,5,229,12,0.15,6324.8,30,159,445632.75,1,3,4,134,8,Need Attention
In-Store,2019-02-27,6,30,8,25,0.075,2090.9,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Online,2019-02-27,18,47,354,38,0.1,912.27,8,168,442845.83999999997,2,4,4,244,10,Cant Lose Group
Distributor,2019-02-27,24,6,331,8,0.05,1736.37,4,143,392141.08,4,1,2,412,7,Potential Loyalists
Distributor,2019-02-27,21,41,87,11,0.075,1404.05,2,161,403693.28,5,3,2,532,10,Potential Loyalists
Distributor,2019-02-27,25,11,181,21,0.15,428.8,6,178,487614.24,3,5,5,355,13,Champions
Distributor,2019-02-27,21,50,321,34,0.075,1669.64,16,163,498385.06,1,4,5,145,10,Cant Lose Group
In-Store,2019-02-28,10,16,166,28,0.05,3810.96,3,135,402938.75,5,1,2,512,8,Potential Loyalists
In-Store,2019-02-28,2,17,366,25,0.075,8353.66,6,175,534027.38,3,5,5,355,13,Champions
Distributor,2019-02-28,23,26,84,6,0.15,661.69,11,153,375766.72,1,2,2,122,5,Need Attention
Online,2019-02-28,19,36,320,12,0.4,196.18,4,156,441225.98,4,2,3,423,9,At Risk Customer
Online,2019-02-28,18,28,39,21,0.05,8596.37,8,145,348495.46,2,1,1,211,4,Need Attention
In-Store,2019-02-28,6,34,129,40,0.3,-6626.57,15,176,496418.7,1,5,5,155,11,Cant Lose Group
Online,2019-02-28,13,27,163,34,0.1,7705.0,3,144,336959.79,5,1,1,511,7,Checker
Online,2019-03-01,17,38,227,5,0.15,356.17,8,150,350687.63,2,1,1,211,4,Need Attention
Online,2019-03-01,13,21,344,18,0.1,14925.46,3,164,479383.05,5,4,5,545,14,Champions
In-Store,2019-03-01,4,21,333,38,0.1,1713.73,3,164,479383.05,5,4,5,545,14,Champions
Distributor,2019-03-01,25,31,329,33,0.05,1335.04,4,152,398616.83,4,2,2,422,8,At Risk Customer
Wholesale,2019-03-01,26,44,58,38,0.075,7829.96,3,156,348209.08,5,2,1,521,8,Checker
In-Store,2019-03-01,2,9,320,30,0.05,5933.52,8,171,500166.4,2,4,5,245,11,Cant Lose Group
Wholesale,2019-03-01,27,4,250,16,0.1,1745.22,5,167,526981.0599999999,3,4,5,345,12,Champions
Online,2019-03-01,16,13,32,29,0.075,1470.32,4,171,441003.32,4,4,3,443,11,At Risk Customer
Distributor,2019-03-01,20,24,113,37,0.15,4196.88,23,151,352505.54,1,2,1,121,4,Need Attention
In-Store,2019-03-01,10,10,195,34,0.05,455.6,15,158,435122.22000000003,1,3,3,133,7,Need Attention
In-Store,2019-03-01,9,39,232,17,0.05,2019.85,4,176,471608.09,4,5,4,454,13,Potential Loyalists
In-Store,2019-03-02,10,5,259,45,0.05,1079.37,30,159,445632.75,1,3,4,134,8,Need Attention
In-Store,2019-03-02,1,17,107,31,0.2,1162.99,6,175,534027.38,3,5,5,355,13,Champions
Online,2019-03-02,19,36,110,24,0.05,7091.28,4,156,441225.98,4,2,3,423,9,At Risk Customer
Wholesale,2019-03-03,27,8,152,39,0.1,3796.49,5,142,338000.04,3,1,1,311,5,Checker
Distributor,2019-03-03,22,18,129,13,0.1,2029.7,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Distributor,2019-03-03,21,32,234,43,0.05,495.73,2,173,435206.07,5,5,3,553,13,Potential Loyalists
Online,2019-03-03,14,39,242,24,0.15,3913.07,4,176,471608.09,4,5,4,454,13,Potential Loyalists
Online,2019-03-03,17,22,145,39,0.15,1776.84,4,140,401721.77,4,1,2,412,7,Potential Loyalists
Online,2019-03-03,18,20,173,25,0.075,6245.74,9,167,439147.97,2,4,3,243,9,Cant Lose Group
In-Store,2019-03-03,9,10,116,28,0.1,1020.54,15,158,435122.22000000003,1,3,3,133,7,Need Attention
Wholesale,2019-03-03,28,19,279,15,0.075,1088.75,3,165,443231.83,5,4,4,544,13,Potential Loyalists
Wholesale,2019-03-04,27,45,343,5,0.1,1407.0,5,156,407145.0,3,2,3,323,8,At Risk Customer
Online,2019-03-04,14,21,209,40,0.15,612.04,3,164,479383.05,5,4,5,545,14,Champions
In-Store,2019-03-04,7,5,47,23,0.1,1316.95,30,159,445632.75,1,3,4,134,8,Need Attention
Distributor,2019-03-04,22,50,95,20,0.05,11886.34,16,163,498385.06,1,4,5,145,10,Cant Lose Group
In-Store,2019-03-05,2,23,323,34,0.4,-6373.71,12,164,449782.3,1,4,4,144,9,Cant Lose Group
In-Store,2019-03-05,1,37,241,14,0.15,1568.34,11,152,425241.12,1,2,3,123,6,Need Attention
In-Store,2019-03-05,6,15,129,17,0.075,2527.41,4,142,441668.35,4,1,4,414,9,Potential Loyalists
In-Store,2019-03-06,6,11,143,12,0.15,1988.09,6,178,487614.24,3,5,5,355,13,Champions
Wholesale,2019-03-06,25,31,126,3,0.05,3648.02,4,152,398616.83,4,2,2,422,8,At Risk Customer
In-Store,2019-03-06,4,49,351,6,0.05,382.7,7,152,354161.33,2,2,1,221,5,Need Attention
In-Store,2019-03-07,5,37,230,32,0.075,4330.88,11,152,425241.12,1,2,3,123,6,Need Attention
Distributor,2019-03-07,22,39,106,16,0.05,1678.75,4,176,471608.09,4,5,4,454,13,Potential Loyalists
In-Store,2019-03-07,7,28,264,46,0.1,886.41,8,145,348495.46,2,1,1,211,4,Need Attention
Online,2019-03-07,12,32,315,1,0.3,4269.24,2,173,435206.07,5,5,3,553,13,Potential Loyalists
Distributor,2019-03-07,23,30,36,12,0.05,401.0,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Online,2019-03-08,17,35,215,46,0.075,464.14,10,145,345844.59,2,1,1,211,4,Need Attention
Online,2019-03-08,17,25,344,13,0.1,794.35,5,162,461601.95,3,4,4,344,11,Potential Loyalists
Wholesale,2019-03-08,28,4,44,43,0.1,928.62,5,167,526981.0599999999,3,4,5,345,12,Champions
In-Store,2019-03-08,10,42,297,23,0.1,15758.4,2,161,427159.63,5,3,3,533,11,Potential Loyalists
Online,2019-03-08,14,37,81,39,0.3,157.58,11,152,425241.12,1,2,3,123,6,Need Attention
Online,2019-03-08,20,22,365,19,0.15,2668.28,4,140,401721.77,4,1,2,412,7,Potential Loyalists
Online,2019-03-08,15,18,117,35,0.05,461.5,6,186,451637.75,3,5,4,354,12,Potential Loyalists
In-Store,2019-03-08,10,44,122,27,0.05,6687.47,3,156,348209.08,5,2,1,521,8,Checker
Wholesale,2019-03-08,28,7,191,3,0.05,1055.25,3,153,414155.93,5,2,3,523,10,Potential Loyalists
In-Store,2019-03-08,1,48,262,20,0.075,2712.46,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Online,2019-03-08,13,41,206,31,0.05,197.25,2,161,403693.28,5,3,2,532,10,Potential Loyalists
In-Store,2019-03-08,1,34,249,7,0.05,9566.39,15,176,496418.7,1,5,5,155,11,Cant Lose Group
Distributor,2019-03-09,21,28,197,29,0.05,2238.34,8,145,348495.46,2,1,1,211,4,Need Attention
Online,2019-03-09,17,22,276,10,0.05,2837.45,4,140,401721.77,4,1,2,412,7,Potential Loyalists
Online,2019-03-09,16,21,155,18,0.075,1449.68,3,164,479383.05,5,4,5,545,14,Champions
Online,2019-03-09,19,1,152,5,0.075,198.59,9,152,335933.63,2,2,1,221,5,Need Attention
In-Store,2019-03-09,7,14,228,28,0.1,843.13,5,157,381450.02,3,3,2,332,8,At Risk Customer
In-Store,2019-03-09,1,17,322,40,0.075,21834.76,6,175,534027.38,3,5,5,355,13,Champions
Online,2019-03-09,19,39,60,40,0.2,614.26,4,176,471608.09,4,5,4,454,13,Potential Loyalists
In-Store,2019-03-10,10,48,26,32,0.15,475.97,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Online,2019-03-10,17,31,90,9,0.075,566.32,4,152,398616.83,4,2,2,422,8,At Risk Customer
Wholesale,2019-03-10,28,48,177,22,0.05,1318.56,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Online,2019-03-10,19,5,68,7,0.1,163.61,30,159,445632.75,1,3,4,134,8,Need Attention
Distributor,2019-03-10,23,33,284,34,0.3,247.16,4,156,495444.29,4,2,5,425,11,Champions
Distributor,2019-03-11,24,37,32,27,0.075,10299.74,11,152,425241.12,1,2,3,123,6,Need Attention
Online,2019-03-11,18,13,124,1,0.1,5054.35,4,171,441003.32,4,4,3,443,11,At Risk Customer
Wholesale,2019-03-11,26,30,262,27,0.2,713.95,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Distributor,2019-03-11,22,17,53,17,0.1,469.94,6,175,534027.38,3,5,5,355,13,Champions
In-Store,2019-03-11,3,23,132,11,0.15,68.74,12,164,449782.3,1,4,4,144,9,Cant Lose Group
Online,2019-03-11,16,50,230,31,0.075,2006.85,16,163,498385.06,1,4,5,145,10,Cant Lose Group
Online,2019-03-11,15,49,284,4,0.1,1861.66,7,152,354161.33,2,2,1,221,5,Need Attention
In-Store,2019-03-11,11,31,157,35,0.05,1755.4,4,152,398616.83,4,2,2,422,8,At Risk Customer
In-Store,2019-03-11,11,27,140,21,0.075,2431.77,3,144,336959.79,5,1,1,511,7,Checker
Online,2019-03-11,20,8,74,3,0.2,-154.57,5,142,338000.04,3,1,1,311,5,Checker
In-Store,2019-03-11,8,19,139,45,0.2,229.94,3,165,443231.83,5,4,4,544,13,Potential Loyalists
Distributor,2019-03-12,22,48,326,10,0.075,2478.43,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Online,2019-03-12,14,9,153,5,0.05,13507.2,8,171,500166.4,2,4,5,245,11,Cant Lose Group
Distributor,2019-03-13,25,30,33,9,0.1,1790.24,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Online,2019-03-13,18,18,363,28,0.075,10447.18,6,186,451637.75,3,5,4,354,12,Potential Loyalists
In-Store,2019-03-13,6,23,169,25,0.3,996.42,12,164,449782.3,1,4,4,144,9,Cant Lose Group
Wholesale,2019-03-13,28,30,270,30,0.075,161.27,4,159,442372.43,4,3,4,434,11,Potential Loyalists
In-Store,2019-03-13,7,42,103,10,0.1,3582.82,2,161,427159.63,5,3,3,533,11,Potential Loyalists
Wholesale,2019-03-13,27,14,80,35,0.075,375.37,5,157,381450.02,3,3,2,332,8,At Risk Customer
In-Store,2019-03-14,3,44,228,26,0.2,5538.56,3,156,348209.08,5,2,1,521,8,Checker
Distributor,2019-03-14,24,5,353,18,0.15,1530.82,30,159,445632.75,1,3,4,134,8,Need Attention
In-Store,2019-03-14,5,19,265,37,0.15,24.79,3,165,443231.83,5,4,4,544,13,Potential Loyalists
In-Store,2019-03-14,2,42,285,41,0.075,1180.07,2,161,427159.63,5,3,3,533,11,Potential Loyalists
Online,2019-03-14,19,44,200,46,0.15,16.75,3,156,348209.08,5,2,1,521,8,Checker
Distributor,2019-03-14,25,10,235,1,0.05,786.85,15,158,435122.22000000003,1,3,3,133,7,Need Attention
In-Store,2019-03-14,6,46,219,19,0.05,499.95,4,157,378414.74,4,3,2,432,9,At Risk Customer
Wholesale,2019-03-14,26,48,252,35,0.05,8132.46,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Online,2019-03-14,13,31,178,22,0.1,1234.94,4,152,398616.83,4,2,2,422,8,At Risk Customer
Online,2019-03-15,19,6,24,18,0.4,3087.36,4,143,392141.08,4,1,2,412,7,Potential Loyalists
Online,2019-03-15,16,5,304,6,0.075,5313.54,30,159,445632.75,1,3,4,134,8,Need Attention
Distributor,2019-03-15,21,39,265,21,0.05,846.61,4,176,471608.09,4,5,4,454,13,Potential Loyalists
In-Store,2019-03-15,11,18,156,46,0.3,242.14,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Distributor,2019-03-15,23,26,132,20,0.075,1632.62,11,153,375766.72,1,2,2,122,5,Need Attention
Online,2019-03-15,18,17,317,29,0.4,457.01,6,175,534027.38,3,5,5,355,13,Champions
In-Store,2019-03-15,8,4,45,17,0.1,10577.42,5,167,526981.0599999999,3,4,5,345,12,Champions
Wholesale,2019-03-15,26,32,351,14,0.15,514.56,2,173,435206.07,5,5,3,553,13,Potential Loyalists
In-Store,2019-03-15,6,17,295,26,0.4,-68.34,6,175,534027.38,3,5,5,355,13,Champions
Distributor,2019-03-15,22,1,245,12,0.15,1422.95,9,152,335933.63,2,2,1,221,5,Need Attention
In-Store,2019-03-15,5,39,201,32,0.2,6121.12,4,176,471608.09,4,5,4,454,13,Potential Loyalists
Online,2019-03-16,15,24,157,43,0.075,7123.61,23,151,352505.54,1,2,1,121,4,Need Attention
Distributor,2019-03-16,20,7,152,4,0.15,20.9,3,153,414155.93,5,2,3,523,10,Potential Loyalists
Online,2019-03-16,12,43,2,28,0.15,231.15,5,151,372471.34,3,2,2,322,7,At Risk Customer
Distributor,2019-03-16,25,42,97,1,0.075,332.05,2,161,427159.63,5,3,3,533,11,Potential Loyalists
Online,2019-03-16,12,45,122,6,0.075,8134.47,5,156,407145.0,3,2,3,323,8,At Risk Customer
In-Store,2019-03-16,2,23,284,4,0.1,13961.73,12,164,449782.3,1,4,4,144,9,Cant Lose Group
Online,2019-03-16,14,27,348,5,0.1,6965.86,3,144,336959.79,5,1,1,511,7,Checker
Online,2019-03-16,19,13,227,13,0.1,528.63,4,171,441003.32,4,4,3,443,11,At Risk Customer
Online,2019-03-17,13,32,350,11,0.05,437.38,2,173,435206.07,5,5,3,553,13,Potential Loyalists
Wholesale,2019-03-17,28,27,37,13,0.15,1294.44,3,144,336959.79,5,1,1,511,7,Checker
Distributor,2019-03-17,22,29,238,5,0.15,4844.5,2,179,531770.74,5,5,5,555,15,Champions
Distributor,2019-03-17,23,22,268,37,0.05,2069.5,4,140,401721.77,4,1,2,412,7,Potential Loyalists
In-Store,2019-03-17,11,14,91,15,0.1,1205.73,5,157,381450.02,3,3,2,332,8,At Risk Customer
Online,2019-03-17,19,15,216,18,0.075,128.67,4,142,441668.35,4,1,4,414,9,Potential Loyalists
Wholesale,2019-03-17,27,29,125,46,0.075,582.36,2,179,531770.74,5,5,5,555,15,Champions
In-Store,2019-03-18,3,41,164,35,0.15,153.3,2,161,403693.28,5,3,2,532,10,Potential Loyalists
In-Store,2019-03-18,6,18,362,42,0.4,-3544.03,6,186,451637.75,3,5,4,354,12,Potential Loyalists
In-Store,2019-03-18,6,28,358,30,0.075,2023.97,8,145,348495.46,2,1,1,211,4,Need Attention
Online,2019-03-18,16,22,227,30,0.075,1477.65,4,140,401721.77,4,1,2,412,7,Potential Loyalists
Distributor,2019-03-18,22,30,198,38,0.15,3661.42,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Wholesale,2019-03-18,28,4,57,2,0.1,798.64,5,167,526981.0599999999,3,4,5,345,12,Champions
Distributor,2019-03-18,21,20,138,25,0.05,3743.96,9,167,439147.97,2,4,3,243,9,Cant Lose Group
In-Store,2019-03-18,11,9,351,7,0.1,645.81,8,171,500166.4,2,4,5,245,11,Cant Lose Group
In-Store,2019-03-18,8,46,63,45,0.05,133.26,4,157,378414.74,4,3,2,432,9,At Risk Customer
Distributor,2019-03-18,24,45,214,37,0.075,398.62,5,156,407145.0,3,2,3,323,8,At Risk Customer
Online,2019-03-19,12,48,131,39,0.075,140.7,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Wholesale,2019-03-19,28,34,166,36,0.05,3270.67,15,176,496418.7,1,5,5,155,11,Cant Lose Group
Distributor,2019-03-19,21,4,217,35,0.1,984.1,5,167,526981.0599999999,3,4,5,345,12,Champions
Wholesale,2019-03-19,26,32,309,31,0.05,1183.29,2,173,435206.07,5,5,3,553,13,Potential Loyalists
Wholesale,2019-03-19,25,18,101,40,0.05,840.45,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Online,2019-03-19,15,47,319,8,0.075,595.16,8,168,442845.83999999997,2,4,4,244,10,Cant Lose Group
In-Store,2019-03-19,11,11,32,27,0.075,586.02,6,178,487614.24,3,5,5,355,13,Champions
In-Store,2019-03-19,5,36,139,21,0.05,953.01,4,156,441225.98,4,2,3,423,9,At Risk Customer
Distributor,2019-03-20,24,44,308,44,0.1,2221.18,3,156,348209.08,5,2,1,521,8,Checker
Wholesale,2019-03-20,27,19,323,36,0.1,270.14,3,165,443231.83,5,4,4,544,13,Potential Loyalists
In-Store,2019-03-20,11,5,68,18,0.075,915.35,30,159,445632.75,1,3,4,134,8,Need Attention
Online,2019-03-20,20,34,338,17,0.075,7772.8,15,176,496418.7,1,5,5,155,11,Cant Lose Group
In-Store,2019-03-21,1,23,349,14,0.075,1975.43,12,164,449782.3,1,4,4,144,9,Cant Lose Group
In-Store,2019-03-21,6,28,221,26,0.075,5638.05,8,145,348495.46,2,1,1,211,4,Need Attention
Online,2019-03-21,19,9,43,27,0.075,6904.35,8,171,500166.4,2,4,5,245,11,Cant Lose Group
In-Store,2019-03-21,2,48,35,16,0.075,11924.32,10,172,424970.73,2,5,3,253,10,Cant Lose Group
In-Store,2019-03-21,8,17,284,46,0.05,3628.85,6,175,534027.38,3,5,5,355,13,Champions
Distributor,2019-03-22,21,48,126,46,0.05,2047.79,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Online,2019-03-22,15,47,186,4,0.3,59.5,8,168,442845.83999999997,2,4,4,244,10,Cant Lose Group
In-Store,2019-03-22,7,44,123,28,0.05,367.7,3,156,348209.08,5,2,1,521,8,Checker
Wholesale,2019-03-22,26,5,26,6,0.05,622.3,30,159,445632.75,1,3,4,134,8,Need Attention
Online,2019-03-22,18,14,232,10,0.075,1053.31,5,157,381450.02,3,3,2,332,8,At Risk Customer
Distributor,2019-03-22,22,25,122,39,0.05,1029.12,5,162,461601.95,3,4,4,344,11,Potential Loyalists
In-Store,2019-03-23,4,49,7,22,0.2,2719.13,7,152,354161.33,2,2,1,221,5,Need Attention
Online,2019-03-23,14,39,286,22,0.15,1096.66,4,176,471608.09,4,5,4,454,13,Potential Loyalists
In-Store,2019-03-23,9,33,176,22,0.05,683.4,4,156,495444.29,4,2,5,425,11,Champions
Distributor,2019-03-23,22,20,48,14,0.2,2001.56,9,167,439147.97,2,4,3,243,9,Cant Lose Group
In-Store,2019-03-23,10,21,314,24,0.075,3775.92,3,164,479383.05,5,4,5,545,14,Champions
Online,2019-03-23,16,17,305,9,0.1,307.53,6,175,534027.38,3,5,5,355,13,Champions
In-Store,2019-03-23,4,23,327,42,0.1,615.33,12,164,449782.3,1,4,4,144,9,Cant Lose Group
In-Store,2019-03-23,8,34,163,23,0.2,1566.13,15,176,496418.7,1,5,5,155,11,Cant Lose Group
In-Store,2019-03-23,2,43,194,39,0.05,200.33,5,151,372471.34,3,2,2,322,7,At Risk Customer
Wholesale,2019-03-23,26,24,89,40,0.075,8148.74,23,151,352505.54,1,2,1,121,4,Need Attention
Distributor,2019-03-23,24,2,234,17,0.15,666.31,9,135,327409.14,2,1,1,211,4,Need Attention
Distributor,2019-03-24,24,12,193,1,0.4,-234.77,3,210,616719.31,5,5,5,555,15,Champions
In-Store,2019-03-24,7,19,213,29,0.1,16172.19,3,165,443231.83,5,4,4,544,13,Potential Loyalists
Wholesale,2019-03-24,26,20,159,30,0.15,3289.97,9,167,439147.97,2,4,3,243,9,Cant Lose Group
Online,2019-03-24,15,50,96,37,0.05,596.97,16,163,498385.06,1,4,5,145,10,Cant Lose Group
In-Store,2019-03-24,7,22,110,25,0.05,2058.24,4,140,401721.77,4,1,2,412,7,Potential Loyalists
In-Store,2019-03-24,5,42,208,46,0.2,-15.68,2,161,427159.63,5,3,3,533,11,Potential Loyalists
In-Store,2019-03-24,3,8,299,47,0.15,234.77,5,142,338000.04,3,1,1,311,5,Checker
Online,2019-03-24,13,25,132,23,0.15,6576.32,5,162,461601.95,3,4,4,344,11,Potential Loyalists
In-Store,2019-03-24,8,41,202,16,0.05,877.97,2,161,403693.28,5,3,2,532,10,Potential Loyalists
Wholesale,2019-03-24,28,16,159,5,0.4,1157.76,3,135,402938.75,5,1,2,512,8,Potential Loyalists
In-Store,2019-03-25,5,4,221,14,0.05,549.94,5,167,526981.0599999999,3,4,5,345,12,Champions
Online,2019-03-25,18,46,29,45,0.2,-451.58,4,157,378414.74,4,3,2,432,9,At Risk Customer
Online,2019-03-25,20,15,143,13,0.1,2239.01,4,142,441668.35,4,1,4,414,9,Potential Loyalists
Wholesale,2019-03-25,26,46,61,22,0.075,2735.21,4,157,378414.74,4,3,2,432,9,At Risk Customer
In-Store,2019-03-25,3,21,334,38,0.075,932.64,3,164,479383.05,5,4,5,545,14,Champions
In-Store,2019-03-25,10,38,330,37,0.1,2442.15,8,150,350687.63,2,1,1,211,4,Need Attention
Online,2019-03-25,19,22,349,43,0.1,1168.61,4,140,401721.77,4,1,2,412,7,Potential Loyalists
In-Store,2019-03-26,3,38,246,24,0.3,2371.8,8,150,350687.63,2,1,1,211,4,Need Attention
In-Store,2019-03-26,12,19,26,6,0.075,1423.08,3,165,443231.83,5,4,4,544,13,Potential Loyalists
Distributor,2019-03-26,24,39,233,40,0.05,6226.18,4,176,471608.09,4,5,4,454,13,Potential Loyalists
In-Store,2019-03-26,3,2,127,42,0.1,1463.28,9,135,327409.14,2,1,1,211,4,Need Attention
Online,2019-03-26,12,13,341,17,0.1,1085.4,4,171,441003.32,4,4,3,443,11,At Risk Customer
In-Store,2019-03-26,1,12,78,26,0.15,861.08,3,210,616719.31,5,5,5,555,15,Champions
Online,2019-03-26,16,18,260,38,0.1,1926.25,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Online,2019-03-26,13,48,319,25,0.15,293.86,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Wholesale,2019-03-26,27,32,138,3,0.05,2438.8,2,173,435206.07,5,5,3,553,13,Potential Loyalists
Wholesale,2019-03-26,27,44,34,42,0.1,4924.5,3,156,348209.08,5,2,1,521,8,Checker
Online,2019-03-27,13,11,245,38,0.05,5818.95,6,178,487614.24,3,5,5,355,13,Champions
Distributor,2019-03-27,23,10,162,38,0.05,12072.06,15,158,435122.22000000003,1,3,3,133,7,Need Attention
Wholesale,2019-03-27,28,36,199,35,0.075,102.81,4,156,441225.98,4,2,3,423,9,At Risk Customer
Online,2019-03-27,18,24,62,23,0.075,708.99,23,151,352505.54,1,2,1,121,4,Need Attention
Online,2019-03-27,13,11,347,15,0.3,2564.76,6,178,487614.24,3,5,5,355,13,Champions
In-Store,2019-03-28,5,12,122,22,0.05,1392.93,3,210,616719.31,5,5,5,555,15,Champions
In-Store,2019-03-29,8,45,351,14,0.1,12831.84,5,156,407145.0,3,2,3,323,8,At Risk Customer
In-Store,2019-03-29,2,19,343,23,0.05,5254.94,3,165,443231.83,5,4,4,544,13,Potential Loyalists
In-Store,2019-03-29,11,25,323,26,0.1,1649.81,5,162,461601.95,3,4,4,344,11,Potential Loyalists
Distributor,2019-03-29,22,30,33,17,0.075,2504.12,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Online,2019-03-29,13,20,98,9,0.05,6037.84,9,167,439147.97,2,4,3,243,9,Cant Lose Group
Distributor,2019-03-29,21,20,181,16,0.05,1474.0,9,167,439147.97,2,4,3,243,9,Cant Lose Group
In-Store,2019-03-30,1,50,357,32,0.075,691.24,16,163,498385.06,1,4,5,145,10,Cant Lose Group
In-Store,2019-03-30,3,33,279,7,0.075,584.31,4,156,495444.29,4,2,5,425,11,Champions
Distributor,2019-03-30,21,44,240,24,0.075,7695.82,3,156,348209.08,5,2,1,521,8,Checker
In-Store,2019-03-30,8,13,141,27,0.4,-165.09,4,171,441003.32,4,4,3,443,11,At Risk Customer
Online,2019-03-30,14,46,152,34,0.15,658.27,4,157,378414.74,4,3,2,432,9,At Risk Customer
Distributor,2019-03-30,21,39,125,8,0.1,10873.3,4,176,471608.09,4,5,4,454,13,Potential Loyalists
Distributor,2019-03-30,25,4,163,15,0.15,1251.76,5,167,526981.0599999999,3,4,5,345,12,Champions
Distributor,2019-03-30,21,9,244,37,0.15,60.5,8,171,500166.4,2,4,5,245,11,Cant Lose Group
Online,2019-03-31,20,37,311,18,0.05,339.42,11,152,425241.12,1,2,3,123,6,Need Attention
Distributor,2019-03-31,21,30,172,27,0.075,4506.42,4,159,442372.43,4,3,4,434,11,Potential Loyalists
In-Store,2019-03-31,11,46,12,11,0.075,6810.68,4,157,378414.74,4,3,2,432,9,At Risk Customer
Wholesale,2019-03-31,26,2,87,44,0.1,49.25,9,135,327409.14,2,1,1,211,4,Need Attention
In-Store,2019-03-31,7,17,138,15,0.05,3581.82,6,175,534027.38,3,5,5,355,13,Champions
In-Store,2019-03-31,2,30,143,33,0.075,4174.1,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Wholesale,2019-03-31,27,37,364,13,0.075,597.98,11,152,425241.12,1,2,3,123,6,Need Attention
In-Store,2019-04-01,2,18,157,43,0.1,1777.64,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Online,2019-04-01,15,17,307,27,0.075,644.17,6,175,534027.38,3,5,5,355,13,Champions
In-Store,2019-04-01,9,49,57,36,0.075,3010.18,7,152,354161.33,2,2,1,221,5,Need Attention
In-Store,2019-04-01,5,39,180,39,0.4,-249.24,4,176,471608.09,4,5,4,454,13,Potential Loyalists
